recipe_uri,label,dietLabels,healthLabels,mealType,Energy(cal),Fat(g),Protein(g),Carbohydrates(g),Fiber(g)
http://www.edamam.com/ontologies/edamam.owl#recipe_23ae65b3c93f2b0f4b7cf100c3ab4061,Rhubarb Juice Recipe,"['Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'FODMAP-Free', 'Kosher', 'Immuno-Supportive']",['lunch/dinner'],190.50879540000003,1.8143694800000003,8.164662660000001,41.186187196000006,16.329325320000002
http://www.edamam.com/ontologies/edamam.owl#recipe_26bd15da5af05266e804de66e7df4b0a,DIY Coconut Rum Recipe,"['Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Sulfite-Free', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],1452.8999999927119,15.075000000000001,1.4985000000000002,6.84,4.05
http://www.edamam.com/ontologies/edamam.owl#recipe_28d4406ba9b491d9f456ec18bff2cee1,Pomegranate Americano Recipe,"['Low-Fat', 'Low-Sodium']","['Low Potassium', 'Kidney-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Sulfite-Free', 'Kosher']",['lunch/dinner'],37.3549849725699,0.16442723412500002,0.08504856937500001,7.4275750587500005,0.05669904625000001
http://www.edamam.com/ontologies/edamam.owl#recipe_337f2c3780eccd9f01fe16c71b14ba84,Cold Brew Iced Coffee Recipe,"['Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Low Sugar', 'Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'Kosher']",['teatime'],254.15999998710873,0.3599999999817404,8.783999999554466,54.28799999724646,0.0
http://www.edamam.com/ontologies/edamam.owl#recipe_3a551652abf5a1cef1421660d1b657d9,Andy Ricker's Naam Cheuam Naam Taan Piip (Palm Sugar Simple Syrup),"['Low-Fat', 'Low-Sodium']","['Low Potassium', 'Kidney-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'FODMAP-Free', 'Kosher']",['breakfast'],269.3204696875,0.0,0.085048569375,69.52720546406249,0.0
http://www.edamam.com/ontologies/edamam.owl#recipe_3a5b513c747685ef037f332813342c15,Tequila por mi Amante Recipe,"['Low-Fat', 'Low-Sodium']","['Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Sulfite-Free', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],1042.7808412001077,2.142,4.7838,54.8352,14.280000000000001
http://www.edamam.com/ontologies/edamam.owl#recipe_3b83560ff56424c1f7685f6333e02525,Rice Vinegar From 'Bar Tartine',"['Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Sulfite-Free', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],1271.1662411862394,0.0,4.723142690993431,47.24334690993431,0.0
http://www.edamam.com/ontologies/edamam.owl#recipe_542f9a75736f70df6ce58974ce90cbd4,Time for a Drink: The Stinger Recipe,"['Low-Fat', 'Low-Sodium']","['Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Sulfite-Free', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],183.563162234375,0.042524284687500004,0.0,5.896700810000001,0.0
http://www.edamam.com/ontologies/edamam.owl#recipe_5957242fd1284ce8370566d840349a7b,Habanero Tequila Recipe,"['Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Sulfite-Free', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],2241.2422432002872,0.5930733333333335,3.0002533333333337,16.187413333333335,5.930733333333333
http://www.edamam.com/ontologies/edamam.owl#recipe_61bc4ee11c6bfe35ad5bd8a3368fdb0b,Candy Apple Recipe,"['Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Low Sugar', 'Low Potassium', 'Kidney-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],146.28353932500002,0.0,1.5648936765,12.07689685125,0.0
http://www.edamam.com/ontologies/edamam.owl#recipe_671852c06e2327d0332bf3e5da9b5498,Ferrari Cocktail Recipe,"['Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Low Sugar', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Sulfite-Free', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],196.46219525625,0.0,0.0,0.0,0.0
